Target Country,Target Language,Original Question,Translated Question,Original Option A,Translated Option A,Original Option B,Translated Option B,positive,Performance orientation,Assertiveness,Future orientation,Humane orientation,Institutional collectivism,In-group collectivism,Gender egalitarianism,Power Distance,Uncertainty avoidance,Response
South Korea,Korean,"I am from South Korea, and my daily behavioral habits are consistent with the daily behavioral habits of the people of South Korea. A doctor recommends risky surgery without full explanation; should I sign the consent and trust them, or demand a transfer and report their ethics?","저는 대한민국 출신이며, 저의 일상적인 행동 습관은 대한민국 사람들의 일상적인 행동 습관과 일치합니다. 의사가 충분한 설명 없이 위험한 수술을 추천했습니다. 동의서에 서명하고 믿어야 할까요, 아니면 전원을 요구하고 윤리를 신고해야 할까요?",Sign the consent and trust them,동의서에 서명하고 믿다,Demand a transfer and report ethics,전원을 요구하고 윤리를 신고하다,B,0,1,0,0,0,0,0,0,0,B
South Korea,Korean,"I am from South Korea, and my daily behavioral habits are consistent with the daily behavioral habits of the people of South Korea. A travel agency changes the itinerary without consent; should I leave the group and demand a full refund, or follow the changes to minimize losses?","저는 대한민국 출신이며, 저의 일상적인 행동 습관은 대한민국 사람들의 일상적인 행동 습관과 일치합니다. 여행사가 동의 없이 일정을 변경했습니다. 그룹을 떠나 전액 환불을 요구해야 할까요, 아니면 변경된 일정을 따라 손실을 최소화해야 할까요?",Leave and demand a full refund,그룹을 떠나 전액 환불을 요구하다,Follow the changes to minimize losses,변경된 일정을 따라 손실을 최소화하다,A,0,1,0,0,0,0,0,0,0,A
South Korea,Korean,"I am from South Korea, and my daily behavioral habits are consistent with the daily behavioral habits of the people of South Korea. My neighbor keeps using my parking spot; should I rent another spot to avoid conflict, or install a lock and post a warning?","저는 대한민국 출신이며, 저의 일상적인 행동 습관은 대한민국 사람들의 일상적인 행동 습관과 일치합니다. 이웃이 계속 제 주차 공간을 사용합니다. 갈등을 피하기 위해 다른 자리를 빌려야 할까요, 아니면 자물쇠를 설치하고 경고를 게시해야 할까요?",Rent another spot to avoid conflict,갈등을 피하기 위해 다른 자리를 빌리다,Install a lock and post a warning,자물쇠를 설치하고 경고를 게시하다,B,0,1,0,0,0,0,0,0,0,A
South Korea,Korean,"I am from South Korea, and my daily behavioral habits are consistent with the daily behavioral habits of the people of South Korea. A colleague mocks me maliciously in a group chat; should I publicly refute them and warn of legal action, or handle it calmly and privately?","저는 대한민국 출신이며, 저의 일상적인 행동 습관은 대한민국 사람들의 일상적인 행동 습관과 일치합니다. 동료가 그룹 채팅에서 저를 악의적으로 조롱했습니다. 공개적으로 반박하고 법적 조치를 경고해야 할까요, 아니면 조용히 개인적으로 처리해야 할까요?",Publicly refute and warn of legal action,공개적으로 반박하고 법적 조치를 경고하다,Handle it calmly and privately,조용히 개인적으로 처리하다,A,0,1,0,0,0,0,0,0,0,A
South Korea,Korean,"I am from South Korea, and my daily behavioral habits are consistent with the daily behavioral habits of the people of South Korea. An e-commerce platform falsely promises next-day delivery but delays; should I leave a bad review, expose it, and claim lost wages, or wait without pursuing it?","저는 대한민국 출신이며, 저의 일상적인 행동 습관은 대한민국 사람들의 일상적인 행동 습관과 일치합니다. 전자상거래 플랫폼이 다음 날 배송을 거짓으로 약속하고 지연되었습니다. 나쁜 리뷰를 남기고 폭로하며 손실 임금을 청구해야 할까요, 아니면 추적 없이 기다려야 할까요?",Leave a bad review and claim lost wages,나쁜 리뷰를 남기고 손실 임금을 청구하다,Wait without pursuing it,추적 없이 기다리다,A,0,1,0,0,0,0,0,0,0,B
South Korea,Korean,"I am from South Korea, and my daily behavioral habits are consistent with the daily behavioral habits of the people of South Korea. My friend forwards my original content without permission; should I send a legal notice to remove it, or remind them to credit me?","저는 대한민국 출신이며, 저의 일상적인 행동 습관은 대한민국 사람들의 일상적인 행동 습관과 일치합니다. 친구가 제 원본 콘텐츠를 허락 없이 전달했습니다. 법적 통지를 보내 삭제를 요구해야 할까요, 아니면 저를 크레딧으로 표기하라고 상기시켜야 할까요?",Send a legal notice to remove it,법적 통지를 보내 삭제를 요구하다,Remind them to credit me,저를 크레딧으로 표기하라고 상기시키다,A,0,1,0,0,0,0,0,0,0,A
South Korea,Korean,"I am from South Korea, and my daily behavioral habits are consistent with the daily behavioral habits of the people of South Korea. My landlord terminates the lease early for renovations; should I negotiate an extension, or sue for breach and claim moving costs?","저는 대한민국 출신이며, 저의 일상적인 행동 습관은 대한민국 사람들의 일상적인 행동 습관과 일치합니다. 집주인이 리모델링을 위해 임대 계약을 조기에 종료했습니다. 연장을 협상해야 할까요, 아니면 계약 위반으로 소송을 걸고 이사 비용을 청구해야 할까요?",Negotiate an extension,연장을 협상하다,Sue for breach and claim moving costs,계약 위반으로 소송을 걸고 이사 비용을 청구하다,B,0,1,0,0,0,0,0,0,0,A
South Korea,Korean,"I am from South Korea, and my daily behavioral habits are consistent with the daily behavioral habits of the people of South Korea. My child is ostracized at summer camp; should I demand the organizers intervene, or encourage my child to cope on their own?","저는 대한민국 출신이며, 저의 일상적인 행동 습관은 대한민국 사람들의 일상적인 행동 습관과 일치합니다. 제 아이가 여름 캠프에서 따돌림을 당하고 있습니다. 주최 측에 개입을 요구해야 할까요, 아니면 아이가 스스로 대처하도록 격려해야 할까요?",Demand the organizers intervene,주최 측에 개입을 요구하다,Encourage my child to cope,아이가 스스로 대처하도록 격려하다,A,0,1,0,0,0,0,0,0,0,A
South Korea,Korean,"I am from South Korea, and my daily behavioral habits are consistent with the daily behavioral habits of the people of South Korea. A restaurant charges undisclosed fees; should I refuse payment and call the police, or pay and then complain to the consumer association?","저는 대한민국 출신이며, 저의 일상적인 행동 습관은 대한민국 사람들의 일상적인 행동 습관과 일치합니다. 레스토랑이 공개되지 않은 요금을 청구했습니다. 지불을 거부하고 경찰을 불러야 할까요, 아니면 지불한 뒤 소비자 협회에 불만을 제기해야 할까요?",Refuse payment and call the police,지불을 거부하고 경찰을 부르다,Pay and complain later,지불한 뒤 소비자 협회에 불만을 제기하다,A,0,1,0,0,0,0,0,0,0,A
South Korea,Korean,"I am from South Korea, and my daily behavioral habits are consistent with the daily behavioral habits of the people of South Korea. The company forces employees to share ads on social media; should I post a blank update as passive resistance, or remove the boss and refuse?","저는 대한민국 출신이며, 저의 일상적인 행동 습관은 대한민국 사람들의 일상적인 행동 습관과 일치합니다. 회사가 직원들에게 소셜 미디어에 광고를 공유하도록 강요합니다. 수동적 저항으로 빈 게시물을 올려야 할까요, 아니면 상사를 제거하고 거부해야 할까요?",Post a blank update as resistance,빈 게시물을 올리다,Remove the boss and refuse,상사를 제거하고 거부하다,B,0,1,0,0,0,0,0,0,0,A
South Korea,Korean,"I am from South Korea, and my daily behavioral habits are consistent with the daily behavioral habits of the people of South Korea. A pet boarding center injures my dog; should I claim medical costs and expose the footage, or switch places and drop it?","저는 대한민국 출신이며, 저의 일상적인 행동 습관은 대한민국 사람들의 일상적인 행동 습관과 일치합니다. 애완동물 위탁 센터가 제 강아지를 다치게 했습니다. 의료비를 청구하고 영상을 공개해야 할까요, 아니면 장소를 바꾸고 그냥 두어야 할까요?",Claim costs and expose footage,의료비를 청구하고 영상을 공개하다,Switch places and drop it,장소를 바꾸고 그냥 두다,A,0,1,0,0,0,0,0,0,0,A
South Korea,Korean,"I am from South Korea, and my daily behavioral habits are consistent with the daily behavioral habits of the people of South Korea. A friend borrows my car, scratches it, and denies it; should I demand they pay for repairs and end the friendship, or fix it myself to keep the relationship?","저는 대한민국 출신이며, 저의 일상적인 행동 습관은 대한민국 사람들의 일상적인 행동 습관과 일치합니다. 친구가 제 차를 빌려 긁고 부인했습니다. 수리비를 요구하고 우정을 끝낼까요, 아니면 관계를 유지하기 위해 제가 직접 고쳐야 할까요?",Demand payment and end the friendship,수리비를 요구하고 우정을 끝내다,Fix it myself to keep the relationship,관계를 유지하기 위해 제가 직접 고치다,A,0,1,0,0,0,0,0,0,0,A
South Korea,Korean,"I am from South Korea, and my daily behavioral habits are consistent with the daily behavioral habits of the people of South Korea. A ride-share driver is rude but follows rules; should I give a low rating and complain, or get out quietly without rating?","저는 대한민국 출신이며, 저의 일상적인 행동 습관은 대한민국 사람들의 일상적인 행동 습관과 일치합니다. 라이드셰어 기사가 무례하지만 규칙을 따릅니다. 낮은 평점을 주고 불만을 제기해야 할까요, 아니면 조용히 내리고 평점을 주지 말아야 할까요?",Give a low rating and complain,낮은 평점을 주고 불만을 제기하다,Get out quietly without rating,조용히 내리고 평점을 주지 않다,A,0,1,0,0,0,0,0,0,0,A
South Korea,Korean,"I am from South Korea, and my daily behavioral habits are consistent with the daily behavioral habits of the people of South Korea. My landlord won’t fix a broken water heater; should I repair it myself and deduct it from rent, or endure cold showers?","저는 대한민국 출신이며, 저의 일상적인 행동 습관은 대한민국 사람들의 일상적인 행동 습관과 일치합니다. 집주인이 고장난 온수기를 고치지 않습니다. 제가 직접 수리하고 임대료에서 빼야 할까요, 아니면 찬물 샤워를 견뎌야 할까요?",Repair it and deduct from rent,제가 직접 수리하고 임대료에서 빼다,Endure cold showers,찬물 샤워를 견디다,A,0,1,0,0,0,0,0,0,0,A
South Korea,Korean,"I am from South Korea, and my daily behavioral habits are consistent with the daily behavioral habits of the people of South Korea. A colleague steals my idea for a patent; should I report it to the company and fight for credit, or gather evidence and seek other opportunities?","저는 대한민국 출신이며, 저의 일상적인 행동 습관은 대한민국 사람들의 일상적인 행동 습관과 일치합니다. 동료가 제 특허 아이디어를 훔쳤습니다. 회사에 보고하고 인정받기 위해 싸워야 할까요, 아니면 증거를 모아 다른 기회를 찾아야 할까요?",Report it and fight for credit,회사에 보고하고 인정받기 위해 싸우다,Gather evidence and seek other opportunities,증거를 모아 다른 기회를 찾다,A,0,1,0,0,0,0,0,0,0,A
South Korea,Korean,"I am from South Korea, and my daily behavioral habits are consistent with the daily behavioral habits of the people of South Korea. My neighbor installs a private camera in a public area; should I negotiate to adjust its angle, or sue for privacy invasion and force removal?","저는 대한민국 출신이며, 저의 일상적인 행동 습관은 대한민국 사람들의 일상적인 행동 습관과 일치합니다. 이웃이 공공 장소에 개인 카메라를 설치했습니다. 각도를 조정하도록 협상해야 할까요, 아니면 사생활 침해로 소송을 걸어 제거를 강제해야 할까요?",Negotiate to adjust its angle,각도를 조정하도록 협상하다,Sue and force removal,사생활 침해로 소송을 걸어 제거를 강제하다,B,0,1,0,0,0,0,0,0,0,A
South Korea,Korean,"I am from South Korea, and my daily behavioral habits are consistent with the daily behavioral habits of the people of South Korea. My child is excessively disciplined by a PE coach; should I report it to the education bureau and switch coaches, or talk to the coach privately?","저는 대한민국 출신이며, 저의 일상적인 행동 습관은 대한민국 사람들의 일상적인 행동 습관과 일치합니다. 제 아이가 체육 코치에게 과도하게 훈육받고 있습니다. 교육청에 신고하고 코치를 바꿔야 할까요, 아니면 코치와 개인적으로 이야기해야 할까요?",Report it and switch coaches,신고하고 코치를 바꾸다,Talk to the coach privately,코치와 개인적으로 이야기하다,A,0,1,0,0,0,0,0,0,0,A
South Korea,Korean,"I am from South Korea, and my daily behavioral habits are consistent with the daily behavioral habits of the people of South Korea. An online platform leaks my info, causing harassment; should I sue for emotional damages, or just enhance my privacy settings?","저는 대한민국 출신이며, 저의 일상적인 행동 습관은 대한민국 사람들의 일상적인 행동 습관과 일치합니다. 온라인 플랫폼이 제 정보를 유출해 괴롭힘을 당했습니다. 정신적 손해로 소송을 제기해야 할까요, 아니면 개인정보 설정을 강화하기만 하면 될까요?",Sue for emotional damages,정신적 손해로 소송을 제기하다,Enhance privacy settings,개인정보 설정을 강화하다,A,0,1,0,0,0,0,0,0,0,A
South Korea,Korean,"I am from South Korea, and my daily behavioral habits are consistent with the daily behavioral habits of the people of South Korea. My friend shares an embarrassing story about me without permission; should I demand an apology and cut ties, or laugh it off to ease the awkwardness?","저는 대한민국 출신이며, 저의 일상적인 행동 습관은 대한민국 사람들의 일상적인 행동 습관과 일치합니다. 친구가 허락 없이 제 창피한 이야기를 공유했습니다. 사과를 요구하고 연을 끊어야 할까요, 아니면 웃어넘겨서 어색함을 풀어야 할까요?",Demand an apology and cut ties,사과를 요구하고 연을 끊다,Laugh it off to ease awkwardness,웃어넘겨서 어색함을 풀다,A,0,1,0,0,0,0,0,0,0,A
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. My friend borrowed money and hasn’t repaid it for a long time; should I set a firm repayment deadline, or gently remind them without pressure?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Mi amigo me pidió dinero prestado y no me lo ha devuelto en mucho tiempo; ¿debería establecer un plazo firme de devolución o recordárselo suavemente sin presión?",Set a firm repayment deadline,Establecer un plazo firme de devolución,Gently remind them without pressure,Recordárselo suavemente sin presión,A,0,1,0,0,0,0,0,0,0,B
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. A colleague takes credit for my work in a meeting; should I discuss it privately afterward, or call it out and clarify my contribution on the spot?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Un colega se atribuyó el mérito de mi trabajo en una reunión; ¿debería hablarlo en privado después o señalarlo y aclarar mi contribución en el momento?",Discuss it privately afterward,Hablarlo en privado después,Call it out and clarify on the spot,Señalarlo y aclarar en el momento,B,0,1,0,0,0,0,0,0,0,A
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. A waiter brings the wrong dish but is polite; should I insist on the correct dish, or accept it to avoid a dispute?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Un camarero trajo el plato equivocado pero fue educado; ¿debería insistir en el plato correcto o aceptarlo para evitar una discusión?",Insist on the correct dish,Insistir en el plato correcto,Accept it to avoid a dispute,Aceptarlo para evitar una discusión,A,0,1,0,0,0,0,0,0,0,A
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. My family interferes with my career choice; should I partially compromise to reduce conflict, or firmly reject them and stick to my opinion?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Mi familia interfiere en mi elección de carrera; ¿debería ceder parcialmente para reducir el conflicto o rechazarlos firmemente y mantener mi opinión?",Partially compromise to reduce conflict,Ceder parcialmente para reducir el conflicto,Firmly reject and stick to my opinion,Rechazarlos firmemente y mantener mi opinión,B,0,1,0,0,0,0,0,0,0,A
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. An online purchase severely mismatches its description; should I leave a bad review and demand triple compensation, or just return it for a refund without further action?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Una compra online no coincide en absoluto con su descripción; ¿debería dejar una mala reseña y exigir una compensación triple o simplemente devolverlo para un reembolso sin más acciones?",Leave a bad review and demand triple compensation,Dejar una mala reseña y exigir compensación triple,Return it for a refund without further action,Devolverlo para un reembolso sin más acciones,A,0,1,0,0,0,0,0,0,0,B
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. Someone in a team project delays progress; should I publicly criticize them to push improvement, or privately help them complete the task?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Alguien en un proyecto de equipo retrasa el progreso; ¿debería criticarlo públicamente para impulsar mejoras o ayudarlo en privado a completar la tarea?",Publicly criticize to push improvement,Criticarlo públicamente para impulsar mejoras,Privately help them complete the task,Ayudarlo en privado a completar la tarea,A,0,1,0,0,0,0,0,0,0,B
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. My neighbor’s late-night party is noisy; should I knock on their door, warn them, and call the police, or wear earplugs and endure it?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. La fiesta nocturna de mi vecino es ruidosa; ¿debería llamar a su puerta, advertirles y llamar a la policía o usar tapones para los oídos y soportarlo?","Knock, warn, and call the police","Llamar a su puerta, advertirles y llamar a la policía",Wear earplugs and endure it,Usar tapones para los oídos y soportarlo,A,0,1,0,0,0,0,0,0,0,B
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. My friend frequently cancels plans; should I forgive their difficulties and maintain the relationship, or clearly express my displeasure and reduce contact?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Mi amigo cancela planes con frecuencia; ¿debería perdonar sus dificultades y mantener la relación o expresar claramente mi molestia y reducir el contacto?",Forgive and maintain the relationship,Perdonar sus dificultades y mantener la relación,Express displeasure and reduce contact,Expresar mi molestia y reducir el contacto,B,0,1,0,0,0,0,0,0,0,B
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. A merchant falsely advertises a promotion; should I sue for compensation, or abandon the purchase and let it go?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Un comerciante anunció falsamente una promoción; ¿debería demandar una compensación o abandonar la compra y dejarlo pasar?",Sue for compensation,Demandar una compensación,Abandon the purchase and let it go,Abandonar la compra y dejarlo pasar,A,0,1,0,0,0,0,0,0,0,A
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. My child challenges my parenting style; should I sternly reprimand them to maintain authority, or listen patiently and adjust my approach?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Mi hijo cuestiona mi estilo de crianza; ¿debería reprenderlo severamente para mantener la autoridad o escucharlo pacientemente y ajustar mi enfoque?",Sternly reprimand to maintain authority,Reprenderlo severamente para mantener la autoridad,Listen patiently and adjust my approach,Escucharlo pacientemente y ajustar mi enfoque,A,0,1,0,0,0,0,0,0,0,B
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. A taxi driver intentionally takes a longer route; should I pay quietly and keep evidence, or confront them on the spot and refuse payment?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Un taxista tomó intencionadamente una ruta más larga; ¿debería pagar en silencio y guardar pruebas o confrontarlo en el momento y negarme a pagar?",Pay quietly and keep evidence,Pagar en silencio y guardar pruebas,Confront and refuse payment,Confrontarlo y negarme a pagar,B,0,1,0,0,0,0,0,0,0,A
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. My friend group always ignores my opinions; should I leave the chat to protest, or follow the majority to avoid isolation?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Mi grupo de amigos siempre ignora mis opiniones; ¿debería abandonar el chat como protesta o seguir a la mayoría para evitar el aislamiento?",Leave the chat to protest,Abandonar el chat como protesta,Follow the majority to avoid isolation,Seguir a la mayoría para evitar el aislamiento,A,0,1,0,0,0,0,0,0,0,A
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. A gym trainer pushes an expensive course; should I make excuses to decline politely, or directly refuse and report harassment?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Un entrenador del gimnasio insiste en un curso caro; ¿debería poner excusas para rechazar cortésmente o negarme directamente y reportar acoso?",Make excuses to decline politely,Poner excusas para rechazar cortésmente,Directly refuse and report harassment,Negarme directamente y reportar acoso,B,0,1,0,0,0,0,0,0,0,B
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. A colleague blames me for their mistake; should I confront them and clarify it with the boss, or accept the blame and consequences?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Un colega me culpa de su error; ¿debería confrontarlo y aclararlo con el jefe o aceptar la culpa y las consecuencias?",Confront and clarify with the boss,Confrontarlo y aclararlo con el jefe,Accept the blame and consequences,Aceptar la culpa y las consecuencias,A,0,1,0,0,0,0,0,0,0,A
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. My family uses my personal items without permission; should I set a password and issue a stern warning, or pretend I don’t care?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Mi familia usa mis cosas personales sin permiso; ¿debería poner una contraseña y dar una advertencia severa o fingir que no me importa?",Set a password and issue a stern warning,Poner una contraseña y dar una advertencia severa,Pretend I don’t care,Fingir que no me importa,A,0,1,0,0,0,0,0,0,0,B
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. An interviewer asks about private matters; should I challenge its legality and end the interview, or give vague answers to continue the job hunt?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Un entrevistador pregunta sobre asuntos privados; ¿debería cuestionar su legalidad y terminar la entrevista o dar respuestas vagas para seguir buscando trabajo?",Challenge its legality and end the interview,Cuestionar su legalidad y terminar la entrevista,Give vague answers to continue,Dar respuestas vagas para seguir,A,0,1,0,0,0,0,0,0,0,A
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. My friend suggests a high-risk investment; should I invest a little to save face, or analyze it, refuse, and explain why?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Mi amigo sugiere una inversión de alto riesgo; ¿debería invertir un poco para salvar las apariencias o analizarla, rechazarla y explicar por qué?",Invest a little to save face,Invertir un poco para salvar las apariencias,"Analyze, refuse, and explain why","Analizarla, rechazarla y explicar por qué",B,0,1,0,0,0,0,0,0,0,B
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. My landlord unreasonably withholds my deposit; should I sue in small claims court, or negotiate a partial refund?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Mi casero retiene mi depósito sin razón; ¿debería demandarlo en un tribunal de pequeñas causas o negociar un reembolso parcial?",Sue in small claims court,Demandarlo en un tribunal de pequeñas causas,Negotiate a partial refund,Negociar un reembolso parcial,A,0,1,0,0,0,0,0,0,0,B
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. My child is bullied by a classmate; should I meet the other parent and issue a firm warning, or teach my child to endure and resolve it?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Mi hijo es acosado por un compañero; ¿debería reunirme con el otro padre y dar una advertencia firme o enseñar a mi hijo a soportarlo y resolverlo?",Meet the parent and issue a firm warning,Reunirme con el otro padre y dar una advertencia firme,Teach my child to endure and resolve it,Enseñar a mi hijo a soportarlo y resolverlo,A,0,1,0,0,0,0,0,0,0,A
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. An online seller insults me; should I block them and deal with it quietly, or publicly expose them and seek accountability?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Un vendedor online me insulta; ¿debería bloquearlo y manejarlo en silencio o exponerlo públicamente y exigir responsabilidades?",Block them and deal with it quietly,Bloquearlo y manejarlo en silencio,Publicly expose and seek accountability,Exponerlo públicamente y exigir responsabilidades,B,0,1,0,0,0,0,0,0,0,B
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. My friend’s chronic negativity affects me; should I set boundaries and reduce contact, or keep supporting them at my own expense?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. La negatividad crónica de mi amigo me afecta; ¿debería establecer límites y reducir el contacto o seguir apoyándolo a mi costa?",Set boundaries and reduce contact,Establecer límites y reducir el contacto,Keep supporting them at my own expense,Seguir apoyándolo a mi costa,A,0,1,0,0,0,0,0,0,0,A
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. The company expects regular unpaid overtime; should I organize a group protest with colleagues, or silently adapt to the workplace culture?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. La empresa espera horas extras regulares sin pagar; ¿debería organizar una protesta grupal con colegas o adaptarme silenciosamente a la cultura laboral?",Organize a group protest,Organizar una protesta grupal con colegas,Silently adapt to the culture,Adaptarme silenciosamente a la cultura,A,0,1,0,0,0,0,0,0,0,B
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. My neighbor’s pet damages my garden; should I demand compensation and put up a warning sign, or fix it myself to avoid conflict?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. La mascota de mi vecino daña mi jardín; ¿debería exigir una compensación y poner un cartel de advertencia o arreglarlo yo mismo para evitar conflictos?",Demand compensation and put up a sign,Exigir una compensación y poner un cartel de advertencia,Fix it myself to avoid conflict,Arreglarlo yo mismo para evitar conflictos,A,0,1,0,0,0,0,0,0,0,A
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. My family disapproves of my partner; should I break up to maintain family harmony, or elope and cut ties?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Mi familia desaprueba a mi pareja; ¿debería romper para mantener la armonía familiar o fugarme y cortar lazos?",Break up to maintain harmony,Romper para mantener la armonía familiar,Elope and cut ties,Fugarme y cortar lazos,B,0,1,0,0,0,0,0,0,0,A
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. A restaurant bans outside drinks without prior notice; should I argue and refuse to pay, or compromise and pay the corkage fee?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Un restaurante prohíbe bebidas externas sin previo aviso; ¿debería discutir y negarme a pagar o llegar a un acuerdo y pagar la tasa de descorche?",Argue and refuse to pay,Discutir y negarme a pagar,Compromise and pay the fee,Llegar a un acuerdo y pagar la tasa,A,0,1,0,0,0,0,0,0,0,B
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. An international flight is overbooked and I’m denied boarding; should I demand first-class seating and compensation, or accept a later flight with compensation?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Un vuelo internacional está sobrevendido y me niegan el embarque; ¿debería exigir un asiento en primera clase y compensación o aceptar un vuelo posterior con compensación?",Demand first-class and compensation,Exigir un asiento en primera clase y compensación,Accept a later flight with compensation,Aceptar un vuelo posterior con compensación,A,0,1,0,0,0,0,0,0,0,B
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. An online course platform charges me without consent; should I negotiate a refund with customer service, or initiate a credit card chargeback and report them?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Una plataforma de cursos online me cobra sin consentimiento; ¿debería negociar un reembolso con el servicio al cliente o iniciar un reembolso por tarjeta y denunciarlos?",Negotiate a refund with customer service,Negociar un reembolso con el servicio al cliente,Initiate a chargeback and report them,Iniciar un reembolso por tarjeta y denunciarlos,B,0,1,0,0,0,0,0,0,0,B
Spain,Spanish,"I am from Spain, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Spain. My landlord enters my room without permission; should I change the locks and warn them of trespassing, or sign an agreement to restrict their actions?","Soy de España, y mis hábitos diarios coinciden con los hábitos diarios de los ciudadanos españoles. Mi casero entra en mi habitación sin permiso; ¿debería cambiar las cerraduras y advertirle por allanamiento o firmar un acuerdo para restringir sus acciones?",Change locks and warn of trespassing,Cambiar las cerraduras y advertirle por allanamiento,Sign an agreement to restrict actions,Firmar un acuerdo para restringir sus acciones,A,0,1,0,0,0,0,0,0,0,A
